NUPATRIMONIO	SITUACAO	MARCA	CDLOCAL	MODELO	COR	DTAQUISICAO	DEHISTORICO	CDMATRFUNCIONARIO	CDPROJETO	USUARIO	DTOPERACAO	NUMOF	CODOBJETO	FLCONFERIDO
32037	Á DISPOSIÇÃO	MAKITA	1642			<null>		185895	999915	TIAGOP	30/09/2025	48109	1225	N
32038	EM USO		2049			11/07/2024	FATURAMENTO - RICARDO	133838	8	BEA.SC	11/11/2025	47536	416	<null>
32039	EM USO	C3TECH	2020			08/11/2024	FINANCEIRO - CLAUDIA	133838	8	BEA.SC	04/11/2025	47565	985	N
32040	EM USO	C3TECH	2020			08/11/2024	FINANCEIRO - POLIANE	133838	8	BEA.SC	06/11/2025	47565	985	N
32041	EM USO		1907			24/04/2025		133838	888	BEA.SC	04/08/2025	50788	126	N
32042	Á DISPOSIÇÃO		2059			<null>	SALA COMERCIAL	133838	8	BEA.SC	02/12/2025	44136	390	S
32043	EM USO	KARCHER	2025			<null>		185895	736	BEA.SC	01/10/2025	<null>	231	N
32044	CONSERTO	LAVOR	1			<null>		133838	100001	RYAN	27/03/2025	44136	361	N
32045	EM USO	SOUZA OFFICE	1967			11/11/2024	CONTROLADORIA - TAYANA	133838	8	BEA.SC	14/11/2025	47599	415	<null>
32046	EM USO	MOTOROLA	2034			<null>		182491	8	BEA.SC	16/10/2025	44136	996	N
32047	EM USO	ELECTROLUX	1			12/11/2024	GESTÃO FORMAL	133838	8	RYAN	22/11/2024	47657	1002	N
32048	EM USO	PHILCO	2031			<null>	SETOR DE COMPRAS	110963	8	BEA.SC	15/10/2025	47849	1004	N
32049	EM USO	INTELBRAS	1578			14/11/2024		133838	608	RYAN	05/12/2024	47706	986	N
32050	EM USO	INTELBRAS	1578			14/11/2024		133838	608	RYAN	05/12/2024	47706	986	N
32051	EM USO	INTELBRAS	1578			14/11/2024		133838	608	RYAN	05/12/2024	47706	986	N
32052	EM USO	INTELBRAS	1578			14/11/2024		133838	608	RYAN	05/12/2024	47706	986	N
32053	EM USO	INTELBRAS	1578			14/11/2024		133838	608	RYAN	05/12/2024	47706	986	N
32054	EM USO	INTELBRAS	1578			14/11/2024		133838	608	RYAN	05/12/2024	47706	986	N
32055	EM USO	CONTROL ID	1578			18/06/2025		133838	608	BEATRIZ.SC	01/07/2025	52181	198	N
32056	EM USO	CONTROL ID	1578			18/06/2025		133838	608	BEATRIZ.SC	01/07/2025	52181	198	N
32079	EM USO	LENOVO	1	V15 G3		<null>		133838	545	BEA.SC	27/08/2025	44136	1198	N
32080	EM USO	SAMSUNG	4			<null>	SEGURANÇA DO TRABALHO - MOTORISTA	133838	8	BEA.SC	17/10/2025	45608	322	N
32081	EM USO	SAMSUNG	1			<null>		133838	407	BEA.SC	02/09/2025	44136	322	N
32082	EM USO	SAMSUNG	1430			<null>		133838	665	RYAN	04/12/2024	44136	322	N
32083	Á DISPOSIÇÃO	ACER	1969			<null>		133838	8	BEA.SC	31/10/2025	<null>	173	N
32084	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32085	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32086	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32087	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32088	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32089	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32090	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32091	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32092	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32093	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32094	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32095	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32096	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32097	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32098	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32099	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32100	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32101	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32102	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32103	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32104	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32105	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32106	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32107	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32108	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32109	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32110	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32112	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32113	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32114	Á DISPOSIÇÃO	MAKITA	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	850	N
32115	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32116	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32117	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32118	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32119	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32120	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32121	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32122	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32125	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	849	N
32127	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	856	N
32128	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32131	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32136	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32137	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32139	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32140	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32141	Á DISPOSIÇÃO	MOR	1642			18/06/2025		185895	999915	TIAGOP	26/08/2025	52198	50	N
32144	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32145	Á DISPOSIÇÃO	MAKITA	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	850	N
32148	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32149	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32152	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32153	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32154	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32155	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32156	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32157	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32158	Á DISPOSIÇÃO	FISHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32159	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32160	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32161	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32162	BAIXA		1642			<null>		185895	999915	TIAGOP	20/10/2025	48109	849	N
32163	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32164	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32165	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32166	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32168	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32172	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32174	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32176	Á DISPOSIÇÃO	MAKITA	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	850	N
32177	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32178	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32179	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32180	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32181	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	856	N
32182	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32183	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32185	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32186	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32187	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32190	BAIXA	FISHER	1642			<null>		185895	999915	TIAGOP	23/10/2025	48109	1039	N
32191	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32192	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32193	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	<null>	1039	N
32194	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32195	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	849	N
32196	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	52	N
32197	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32198	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32199	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32200	Á DISPOSIÇÃO		1642			<null>	110V	185895	999915	TIAGOP	21/08/2025	48109	1029	N
32201	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32202	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32203	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32204	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32206	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32207	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	848	N
32208	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1029	N
32209	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32210	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32211	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	1039	N
32212	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32213	BAIXA		1642			<null>		185895	999915	TIAGOP	21/10/2025	48109	849	N
32216	Á DISPOSIÇÃO	FISCHER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1039	N
32217	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	1029	N
32218	Á DISPOSIÇÃO	BLACK DECKER	1642			<null>		185895	999915	TIAGOP	21/08/2025	48109	848	N
32219	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	22/08/2025	48109	849	N
32220	BAIXA		1			<null>	BAIXA SOLICITADA POR BRUNO, PELO WHATSAPP	133838	100001	RYAN	27/03/2025	44136	351	N
32221	EM USO	SAMSUNG	2052			<null>	GESTÃO FORMAL - ALESSANDRA	133838	8	BEA.SC	14/11/2025	<null>	1027	N
32222	EM USO	SAMSUNG	1515			02/12/2024		133838	777	RYAN	11/12/2024	47935	322	N
32223	EM USO	SAMSUNG	1			<null>		133838	407	BEA.SC	03/09/2025	46972	322	N
32224	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32225	EM USO		1			09/12/2024		133838	197	RYAN	09/07/2025	48081	151	N
32226	EM USO	LG	2031	29'' ULTRAWIDE		02/12/2024		192606	8	BEA.SC	14/10/2025	47957	1055	N
32227	EM USO	SAMSUNG	2052			<null>	GESTÃO FORMAL - JOÃO LEONARDO	133838	8	BEA.SC	14/11/2025	<null>	1184	N
32229	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32230	EM USO	SAMSUNG	2032			<null>	BOSCO	133838	8	BEA.SC	01/12/2025	44136	322	S
32231	EM USO	TCL	1969			06/11/2024	SERVIDORES STI	133838	8	BEA.SC	23/10/2025	47501	1025	N
32232	EM USO		2053			21/11/2024	SETOR COMERCIAL - JULIO	133838	8	BEA.SC	14/11/2025	47769	1026	<null>
32233	EM USO	LOGITECH	1			18/12/2024	SALA ROGÉRIO	133838	8	RYAN	26/12/2024	48260	1042	N
32234	EM USO	BRAZIL PC	1508			13/12/2024		133838	868	RYAN	26/12/2024	48172	854	N
32235	EM USO	BRAZIL PC	1508			13/12/2024		133838	868	RYAN	26/12/2024	48172	854	N
32236	EM USO	BRAZIL PC	1508			13/12/2024		133838	868	RYAN	26/12/2024	48172	854	N
32237	EM USO	BRAZIL PC	1508			13/12/2024		133838	868	RYAN	26/12/2024	48172	854	N
32238	EM USO	LENOVO	1508			13/12/2024		133838	868	RYAN	08/01/2025	48174	1043	N
32239	EM USO	LENOVO	1508			13/12/2024		133838	868	RYAN	08/01/2025	48174	1043	N
32240	EM USO	LENOVO	1508			13/12/2024		133838	868	RYAN	08/01/2025	48174	1043	N
32241	EM USO	LENOVO	1508			13/12/2024		133838	868	RYAN	08/01/2025	48174	1043	N
32243	EM USO	SAMSUNG	1968			<null>	DEPARTAMENTO PESSOAL - JOÃO VICTOR	133838	8	BEA.SC	14/11/2025	44136	1047	N
32244	Á DISPOSIÇÃO		1642			29/07/2025	GASOLINA	185895	999915	TIAGOP	24/09/2025	<null>	806	N
32246	Á DISPOSIÇÃO	HUSQVARNA	1642			<null>		185895	999915	TIAGOP	01/10/2025	<null>	636	N
32247	Á DISPOSIÇÃO	ECHO	1642			<null>		185895	999915	TIAGOP	01/10/2025	44136	1110	N
32248	EM USO	CLEANER	1926			15/07/2025		133838	888	BEA.SC	13/11/2025	<null>	344	S
32250	Á DISPOSIÇÃO		1642			29/07/2025		185895	999915	TIAGOP	01/10/2025	<null>	374	N
32251	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32252	EM USO		2052			09/01/2025	GESTÃO FORMAL	133838	8	BEA.SC	01/12/2025	48500	1053	S
32253	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32254	EM USO		1			21/01/2025		133838	197	RYAN	10/07/2025	48641	151	N
32255	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	28/08/2025	44136	390	N
32256	EM USO	INCOFLEX	1967			26/11/2024	CONTROLADORIA	12065	8	BEA.SC	14/11/2025	47857	1056	N
32257	EM USO	LG	1967			<null>	MATRIZ RH - RAFAELA	172436	8	BEA.SC	17/11/2025	44136	309	N
32258	BAIXA	LG	1			<null>	EQUIPAMENTO DESCARTADO	181959	8	BEA.SC	28/11/2025	44136	309	S
32259	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32260	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32261	EM USO		2056			29/01/2025		133838	999914	BEA.SC	24/11/2025	48787	1079	S
32262	EM USO		2			29/01/2025		133838	100001	RYAN	04/02/2025	48787	1079	N
32263	EM USO		2			29/01/2025		133838	100001	RYAN	04/02/2025	48787	1079	N
32264	EM USO		2056	ALUMINIO		<null>		133838	999914	BEA.SC	21/11/2025	<null>	49	S
32265	EM USO		2056			<null>	SALA 1 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32266	EM USO		2056			29/01/2025	SALA 3 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32267	EM USO		2056			29/01/2025	SALA 3 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32268	EM USO		2056			29/01/2025	SALA 1 - 2° PISO	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32269	EM USO		2056			29/01/2025		133838	999914	BEA.SC	24/11/2025	48787	1079	S
32270	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32271	EM USO		2056			29/01/2025		133838	999914	BEA.SC	24/11/2025	48787	1079	S
32272	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32273	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32274	EM USO		2056			29/01/2025	SALA 3 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32275	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32276	EM USO		2056			29/01/2025		133838	999914	BEA.SC	24/11/2025	48787	1079	S
32277	EM USO		2056			29/01/2025		133838	999914	BEA.SC	24/11/2025	48787	1079	S
32278	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32279	EM USO		2056			29/01/2025	SALA 3 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32280	EM USO		2056			29/01/2025	SALA 1 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32281	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32282	EM USO		2056			29/01/2025		133838	999914	BEA.SC	24/11/2025	48787	316	S
32283	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32284	EM USO		2			29/01/2025		133838	100001	RYAN	04/02/2025	48787	1079	N
32285	EM USO		2056			<null>		133838	999914	BEA.SC	21/11/2025	<null>	731	S
32286	EM USO		2056			<null>		133838	999914	BEA.SC	21/11/2025	<null>	1079	S
32287	EM USO		2056			29/01/2025	SALA 3 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32288	EM USO		2056			29/01/2025	SALA 2 - 2° ANDAR	133838	999914	BEA.SC	24/11/2025	48787	1079	S
32289	EM USO		1			28/01/2025		133838	8	RYAN	04/02/2025	48742	603	<null>
32290	EM USO	PANASONIC	2			03/02/2025		133838	8	RYAN	11/02/2025	48849	1076	N
32291	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	17/02/2025	44244	322	N
32292	EM USO	SAMSUNG	2031			<null>		192606	8	BEA.SC	14/10/2025	44136	322	N
32293	EM USO	SAMSUNG	1			<null>	FELIPE DANIEL - MOTORISTA	133838	8	BEA.SC	01/12/2025	44136	327	S
32294	EM USO		1955			<null>		133838	797	BEA.SC	04/08/2025	51095	52	N
32295	EM USO	TPLINK	1			<null>	ENVIADO PARA FILIAL MG FEV/2025	133838	197	RYAN	20/02/2025	44136	1086	N
32296	EM USO	TPLINK	1			<null>	ENVIADO PARA FILIAL MG FEV/25	133838	197	RYAN	20/02/2025	44136	1086	N
32297	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32298	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32299	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32300	BAIXA	MEBAL	1			<null>	BAIXA SOLICITADA POR BRUNO, PELO WHATSAPP	133838	100001	RYAN	27/03/2025	44136	1035	N
32301	EM USO	ELECTROLUX	1634			07/01/2025		133838	855	RYAN	20/02/2025	48425	350	N
32306	EM USO	ELECTROLUX	1616			03/01/2025		133838	855	LUIZ	20/08/2025	48352	350	N
32307	EM USO	ELECTROLUX	1639			29/01/2025		133838	855	LUIZ	20/08/2025	48780	1069	N
32319	EM USO		140			23/07/2019		133838	656	LUIZ	28/08/2025	22814	50	N
32320	EM USO		140			12/08/2019		133838	656	LUIZ	28/08/2025	22974	31	N
32321	EM USO		140			13/07/2019		133838	656	LUIZ	28/08/2025	22815	991	N
32322	EM USO		140			15/08/2019		133838	656	LUIZ	28/08/2025	23060	992	N
32351	BAIXA	KARCHER	1666	220V		17/02/2025		133838	882	BEA.SC	12/11/2025	49173	119	N
32352	EM USO		2050			02/12/2025	CONTA VINCULADA - CAROLINE	133838	8	BEA.SC	11/11/2025	49059	415	<null>
32353	EM USO	LG	1967			12/02/2025	PUXADINHO - TAYANA	133838	8	BEA.SC	14/11/2025	49049	1087	N
32354	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32355	EM USO		1			25/02/2025		133838	197	RYAN	09/07/2025	49343	151	N
32356	EM USO		1			25/02/2025		133838	197	RYAN	10/07/2025	49343	151	N
32357	EM USO		1			25/02/2025		133838	197	RYAN	10/07/2025	49343	151	N
32358	EM USO		1			25/02/2025		133838	197	RYAN	09/07/2025	49343	151	N
32359	EM USO	LG	2020			20/02/2025	FINANCEIRO - POLIANE	133838	8	BEA.SC	06/11/2025	49250	1103	N
32360	EM USO	LG	2020			20/02/2025	FINANCEIRO TATIANE PRIN	133838	8	BEA.SC	06/11/2025	49250	1103	N
32361	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32362	EM USO	SAMSUNG	1			<null>		133838	197	RYAN	11/07/2025	44244	1183	N
32363	Á DISPOSIÇÃO	CONTROL ID	1642			<null>		185895	999915	TIAGOP	13/08/2025	44136	198	N
32364	BAIXA	CONTROL ID	1			<null>	DESCARTE AUTORIZADO APÓS REVISÃO DA LKA	133838	8	RYAN	09/05/2025	50666	198	N
32365	BAIXA	CONTROL ID	1			<null>	DESCARTE AUTORIZADO APÓS REVISÃO DA LKA	133838	8	RYAN	09/05/2025	50666	198	N
32366	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	26/08/2025	44136	52	N
32367	EM USO	LENOVO	1	V15 G3 IAP		13/03/2025		133838	407	BEA.SC	02/09/2025	49668	1113	N
32369	EM USO	SAMSUNG	1691	GALAXY A15		<null>	SAIDA DA SEDE 03/2025	133838	890	BEA.SC	03/09/2025	44136	322	N
32370	EM USO	TRAFOTRON	2039	127V		19/02/2025		133838	8	BEA.SC	21/10/2025	49197	1102	N
32371	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	26/08/2025	50274	255	N
32372	EM USO	STIHL	1418			<null>		133838	379	BEA.SC	04/08/2025	50092	374	N
32373	Á DISPOSIÇÃO	STIHL	1642			<null>		185895	999915	TIAGOP	01/10/2025	44136	374	N
32374	Á DISPOSIÇÃO	STIHL	1642			<null>		185895	999915	TIAGOP	01/10/2025	44136	374	N
32375	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	01/10/2025	44136	636	N
32376	Á DISPOSIÇÃO		1642			<null>		185895	999915	TIAGOP	01/10/2025	44136	374	N
32377	Á DISPOSIÇÃO	STIHL	1642			<null>		185895	999915	TIAGOP	01/10/2025	44136	81	N
32378	EM USO	STANLEY	1642			20/05/2025		185895	999915	TIAGOP	26/08/2025	51494	1145	N
32379	EM USO	KARCHER	1998			28/03/2025		185895	379	BEA.SC	05/09/2025	50014	1114	N
32380	BAIXA	WAP	1699			28/03/2025	BAIXA	133838	878	BEA.SC	11/11/2025	50016	130	N
32381	EM USO		1969			13/03/2025	LABORATÓRIO STI	133838	8	BEA.SC	29/10/2025	49665	1121	N
32382	EM USO		1969			13/03/2025	STI LABORATÓRIO	133838	8	BEA.SC	29/10/2025	49665	1122	N
32383	EM USO	LG	2050			27/03/2025	CONTA VINCULADA - CAROLINE	133838	8	BEA.SC	11/11/2025	49974	1115	N
32384	EM USO	SAMSUNG	1645			<null>	USUÁRIO MATHEUS BRAGA	133838	877	RYAN	07/04/2025	44136	322	N
32385	EM USO	SAMSUNG	1967			09/04/2025	CONTROLADORIA -TAIZE	133838	8	BEA.SC	17/11/2025	50417	1125	N
32386	EM USO	SAMSUNG	1967			09/04/2025	CONTROLADORIA INARA	133838	8	BEA.SC	14/11/2025	50418	1125	N
32387	EM USO	TP LINK	1			04/04/2025	SALA SR. ROGERIO	133838	8	RYAN	22/04/2025	50130	1126	N
32389	EM USO		1			03/04/2025		133838	197	RYAN	11/07/2025	50125	151	N
32390	EM USO		1			03/04/2025	PC APOIO RESCISÕES	133838	197	RYAN	10/07/2025	50125	151	N
32391	EM USO	SMART CH	1968			04/04/2025	DEPARTAMENTO PESSOAL - OSNIR	133838	8	BEA.SC	14/11/2025	50156	1124	N
